Sample	Disease	Re_1	Re_2	Re_3	Re_4	Re_5	Re_6	Re_7	Re_8	Re_9	Re_10	Re_11	Re_12	Re_13	Re_14	Re_15	Re_16	Re_17	Re_18	Re_19	Re_20	Re_21	Re_22	Re_23	Re_24	Re_25	Re_26	Re_27	Re_28	Re_29	Re_30	Re_31	Re_32	Re_33	Re_34	Re_35	Re_36	Re_37	Re_38	Re_39	Re_40	Re_41	Re_42	Re_43	Re_44	Re_45	Re_46	Re_47	Re_48	Re_49	Re_50	Re_51	Re_52	Re_53	Re_54	Re_55	Re_56	Re_57	Re_58	Re_59	Re_60	Re_61	Re_62	Re_63	Re_64	Re_65	Re_66	Re_67	Re_68	Re_69	Re_70	Re_71	Re_72	Re_73	Re_74	Re_75	Re_76	Re_77	Re_78	Re_79	Re_80	Re_81	Re_82	Re_83	Re_84	Re_85	Re_86	Re_87	Re_88	Re_89	Re_90	Re_91	Re_92	Re_93	Re_94	Re_95	Re_96	Re_97	Re_98	Re_99	Re_100	Re_101	Re_102	Re_103	Re_104	Re_105	Re_106	Re_107	Re_108	Re_109	Re_110	Re_111	Re_112	Re_113	Re_114	Re_115	Re_116	Re_117	Re_118	Re_119	Re_120	Re_121	Re_122	Re_123	Re_124	Re_125	Re_126	Re_127	Re_128	Im_1	Im_2	Im_3	Im_4	Im_5	Im_6	Im_7	Im_8	Im_9	Im_10	Im_11	Im_12	Im_13	Im_14	Im_15	Im_16	Im_17	Im_18	Im_19	Im_20	Im_21	Im_22	Im_23	Im_24	Im_25	Im_26	Im_27	Im_28	Im_29	Im_30	Im_31	Im_32	Im_33	Im_34	Im_35	Im_36	Im_37	Im_38	Im_39	Im_40	Im_41	Im_42	Im_43	Im_44	Im_45	Im_46	Im_47	Im_48	Im_49	Im_50	Im_51	Im_52	Im_53	Im_54	Im_55	Im_56	Im_57	Im_58	Im_59	Im_60	Im_61	Im_62	Im_63	Im_64	Im_65	Im_66	Im_67	Im_68	Im_69	Im_70	Im_71	Im_72	Im_73	Im_74	Im_75	Im_76	Im_77	Im_78	Im_79	Im_80	Im_81	Im_82	Im_83	Im_84	Im_85	Im_86	Im_87	Im_88	Im_89	Im_90	Im_91	Im_92	Im_93	Im_94	Im_95	Im_96	Im_97	Im_98	Im_99	Im_100	Im_101	Im_102	Im_103	Im_104	Im_105	Im_106	Im_107	Im_108	Im_109	Im_110	Im_111	Im_112	Im_113	Im_114	Im_115	Im_116	Im_117	Im_118	Im_119	Im_120	Im_121	Im_122	Im_123	Im_124	Im_125	Im_126	Im_127	Im_128
Apple	control	2.27452	-2.98812	-3.9508	-2.98221	-3.57399	-3.50384	-3.47639	-5.30028	-4.00085	-4.4023	-5.25419	-3.84054	-4.96967	-5.97189	-4.94008	-4.31179	-5.93953	-3.72167	-5.79902	-4.99874	-5.65857	-4.54115	-5.95923	-4.91419	-4.40571	-6.1249	-4.74172	-5.00036	-4.70719	-4.92077	-4.43569	-4.93682	-5.11912	-5.27466	-5.77516	-5.16436	-5.19229	-5.08182	-5.41357	-5.70667	-5.61999	-6.32924	-6.45609	-5.5119	-5.52676	-5.75055	-5.59309	-7.43588	-5.70737	-5.48322	-6.55613	-5.86234	-5.58941	-6.47007	-5.55328	-7.36698	-6.11096	-6.48167	-5.8769	-6.3155	-5.47359	-7.44776	-5.59003	-6.59125	-7.76877	-5.85879	-6.66785	-6.00191	-7.3858	-6.78915	-6.41602	-6.98082	-6.73689	-6.6954	-7.8918	-6.87682	-6.36649	-6.65918	-6.89651	-6.90936	-7.30393	-7.20131	-6.60493	-7.02275	-7.51791	-7.81005	-8.0238	-7.50414	-6.71773	-7.20276	-7.4105	-7.76402	-9.56769	-7.32335	-7.04115	-7.32913	-7.18584	-7.60178	-7.74081	-7.5283	-7.14773	-7.36514	-7.44952	-7.83026	-8.08981	-7.83823	-8.41411	-7.72401	-7.74305	-8.05976	-7.8154	-7.72629	-7.9632	-8.13059	-7.96726	-7.95972	-8.07771	-7.98249	-8.14521	-7.94342	-7.98012	-8.2369	-7.72178	-8.08534	-7.92657	-8.03931	-7.98933	-8.00527	0	-2.80546	0.981025	1.69566	-1.12703	1.56837	-0.25649	1.94078	0.975621	3.13412	0.520496	-2.15464	-1.02927	-1.91304	-0.0290996	-1.3698	2.14431	-1.68492	0.263384	0.170395	-0.804354	-0.152788	1.16564	-1.14354	1.78777	0.294702	2.08265	1.89089	2.94184	1.03686	2.13034	1.75646	1.75848	1.2497	-0.372076	0.302437	-0.336887	-0.0773885	0.0753906	-1.6533	0.299396	0.427338	2.46112	1.01277	0.656684	1.21478	0.546774	1.62427	0.250952	-2.15706	0.310192	-0.922791	1.26924	1.6653	2.46887	-0.790989	0.500122	-1.57774	0.975973	1.10872	2.32734	2.22939	2.99578	0.125328	0.791211	1.86323	0.31516	1.44509	3.11393	-1.63683	0.61389	1.37717	1.25698	1.18818	0.172725	1.84468	2.16022	1.6521	0.63506	2.46027	0.727912	1.29579	1.63811	2.74565	2.49883	-2.04386	2.02307	1.01894	1.6209	1.67281	2.38631	2.46905	-0.0583236	0.720717	1.51055	1.6429	1.73754	2.2739	2.48192	1.22408	1.79543	1.65114	2.02186	1.65377	1.40869	1.43664	1.17663	1.15216	1.78875	2.05488	1.67285	1.56363	1.57199	1.59194	1.88503	1.83559	2.01877	1.73447	1.46128	1.80453	1.54919	1.70423	1.4727	1.4448	1.78379	1.4981	1.74807	1.6982
Apple	control	2.27566	-3.22163	-3.7339	-3.32565	-3.31341	-3.44289	-3.4804	-4.57056	-3.96573	-3.92176	-5.05561	-3.86083	-4.91905	-4.99989	-4.43695	-4.16202	-5.4593	-3.85067	-4.99406	-4.55605	-4.97936	-4.12558	-5.07052	-4.49682	-4.4966	-5.03287	-4.88441	-5.08437	-5.16929	-4.94406	-5.15651	-6.69895	-6.78502	-6.52535	-4.95263	-5.28624	-5.09662	-6.20378	-5.88732	-6.33018	-5.04213	-5.32039	-5.53556	-6.89562	-6.73291	-6.14805	-6.99673	-5.92344	-6.04387	-5.30722	-7.51699	-5.98037	-5.46723	-6.15116	-5.57252	-7.03693	-6.36116	-6.97802	-5.75867	-6.56551	-5.45062	-6.79887	-5.73045	-5.91591	-6.41436	-6.63822	-6.80356	-6.31507	-6.52014	-7.16049	-6.05568	-6.58724	-6.8859	-8.36631	-7.33294	-6.64552	-6.5441	-7.39037	-7.20099	-6.8324	-7.64195	-8.46238	-7.10328	-6.4815	-6.94282	-8.02137	-7.67538	-7.63124	-7.14874	-7.44196	-7.84292	-7.84487	-8.26067	-7.29201	-7.03704	-7.91528	-8.30582	-7.79213	-8.46072	-7.43632	-8.81076	-8.42789	-7.74367	-8.11999	-7.80139	-8.41277	-8.82826	-7.7804	-8.07792	-8.07783	-8.69183	-8.72626	-8.57278	-8.21873	-8.34178	-8.47762	-9.05209	-8.43895	-7.95379	-8.19244	-8.84528	-9.35051	-8.39947	-8.28418	-8.10942	-8.44294	-8.58268	-8.61611	0	-1.26842	3.0677	-0.51595	-2.17055	2.45011	1.98635	-2.27304	-1.22399	-2.64031	-1.8875	-0.00656394	-1.93349	-1.00767	0.166507	0.431033	-0.923256	3.00021	0.12525	1.33366	2.29729	-2.516	-0.965433	-0.621639	-2.98138	-2.98033	-0.607518	-0.0118117	-1.14752	2.17424	-0.0050556	1.09634	3.05128	1.24032	1.68739	-2.85537	-1.99056	-0.0329037	3.03017	2.42716	-1.31033	-0.611822	-0.426396	1.82451	-3.08686	2.18513	2.4524	-1.39809	-2.33031	2.61065	-1.5412	-0.329009	-1.99391	-0.456773	1.68164	-1.27957	2.76835	1.60434	-0.75653	0.567531	-2.66052	-1.52422	0.417034	-1.02135	-0.249511	-2.38455	2.19617	0.145026	2.82559	-1.11844	3.02222	-2.13337	-1.34705	-1.11119	-0.78537	-1.24936	0.0511917	0.549273	0.50841	-1.01468	-2.49382	-1.03906	2.38403	-1.76131	-1.06391	-2.62646	-1.067	0.0301337	-2.16929	-0.861316	1.3503	-2.80598	-0.695159	-2.80958	-1.07141	-0.17111	2.53013	-1.51012	-0.613996	-1.31368	1.36067	-2.72365	-1.44828	-1.71952	-1.56248	-1.08922	-0.610817	-2.14286	-1.13951	-1.52689	-0.99937	-1.85073	-1.85852	-1.71893	-1.68827	-1.42466	-1.06649	-1.8764	-1.48798	-1.48112	-1.38925	-2.06651	-1.24703	-1.45957	-1.64805	-1.6506	-1.27808	-1.48379
Apple	control	2.27763	-2.75829	-2.89338	-4.9231	-3.98356	-3.26541	-3.99159	-3.39677	-3.62683	-3.70113	-5.80516	-3.84533	-4.48133	-5.68342	-3.81053	-3.67955	-4.17633	-3.60132	-6.44631	-4.70235	-4.66612	-3.77764	-5.76237	-4.32803	-5.3653	-4.73024	-5.01956	-5.32432	-5.1869	-5.66166	-5.03737	-5.86478	-5.97445	-7.18998	-5.08071	-4.39451	-4.94267	-4.99865	-6.81704	-6.19833	-5.07234	-6.07475	-5.3265	-7.61312	-5.66161	-5.17745	-5.48392	-5.95356	-5.95998	-5.08446	-6.43596	-5.9564	-5.70572	-6.4661	-5.11201	-5.99053	-7.22298	-6.56753	-6.45569	-5.68993	-6.0541	-6.13608	-6.4361	-7.56331	-5.70516	-6.66024	-8.27266	-7.37661	-5.78273	-6.20374	-7.74116	-6.04032	-6.70032	-7.39642	-6.5288	-6.03396	-7.8611	-6.40265	-6.19329	-6.50648	-7.19052	-7.2721	-6.28737	-6.69729	-6.40166	-6.95914	-7.62394	-6.55945	-6.90475	-6.74767	-6.92462	-6.90678	-6.9515	-7.12776	-6.87355	-7.21187	-6.8984	-6.88459	-7.04568	-6.97138	-6.77591	-7.48544	-6.96186	-6.92845	-7.07849	-7.03451	-7.11781	-6.9912	-7.25699	-7.18585	-6.9993	-7.28383	-7.14464	-7.13894	-7.28072	-7.25792	-7.38437	-7.03687	-7.26511	-7.18304	-7.24594	-7.3465	-7.28778	-7.26331	-7.30378	-7.29423	-7.40564	-7.30904	0	0.001564	-0.201624	-0.745648	1.79097	1.93531	2.63886	1.58271	2.85051	3.11381	0.00568388	2.43305	1.47237	0.297707	0.889477	1.93186	1.97347	1.61998	-0.223272	2.62947	-0.89019	1.08184	0.865775	0.415841	-0.870033	0.861269	3.10285	0.407064	0.543646	-2.1983	2.97021	2.07196	-3.08965	-0.0979391	-0.804242	1.24877	2.49696	1.84046	-3.07887	1.00481	3.09949	0.258879	1.55343	-2.88713	1.24306	1.62954	2.41113	1.5702	1.42525	1.2523	2.29486	1.64928	0.574151	-1.90985	0.697938	0.641726	0.454332	0.840169	2.99653	1.18963	-1.73916	1.382	-1.88197	2.92205	1.2251	1.73187	2.36472	-1.67811	1.95058	1.5669	-0.916163	2.03361	-3.13352	1.56428	1.28628	1.6247	2.84827	1.51355	1.9946	1.83875	1.34546	1.30788	1.93408	0.537917	1.90356	1.51384	1.3773	1.37961	0.950612	2.05936	1.09627	2.0769	1.61787	0.723364	2.30051	1.03263	1.85622	1.27317	1.6922	2.1023	1.65093	2.00704	1.36753	1.47536	1.79427	1.62006	1.83589	1.26367	1.59278	1.61139	1.65216	1.61058	1.50709	1.71465	1.68269	1.57246	1.54769	1.47751	1.65722	1.58372	1.749	1.45614	1.60677	1.63392	1.56392	1.64865	1.66224	1.6104
Apple	control	2.28332	-2.25339	-2.65027	-4.88183	-3.48719	-3.38162	-3.85605	-4.81275	-3.33106	-3.92787	-3.68508	-5.02971	-4.51411	-4.55947	-3.92621	-4.42237	-5.06058	-4.00735	-5.41072	-5.43044	-3.76567	-5.1971	-4.36778	-4.73277	-6.15241	-4.58498	-4.87381	-5.93928	-5.96784	-5.25014	-4.83866	-5.49509	-6.79749	-5.14732	-4.39786	-4.96868	-4.82234	-5.05435	-6.78059	-6.05525	-5.40268	-5.26036	-6.3664	-5.28809	-6.48666	-5.15768	-6.05073	-5.79792	-5.80463	-6.48071	-5.69917	-6.56894	-6.29799	-5.41915	-5.5083	-6.33783	-6.83749	-7.11002	-5.68383	-5.67632	-6.24863	-6.23034	-5.95549	-7.00843	-5.93215	-9.78143	-6.87476	-6.81463	-5.91821	-6.50278	-6.06073	-6.38487	-6.48492	-7.02554	-6.46444	-7.95775	-6.50481	-6.72647	-6.9534	-7.54925	-6.7459	-7.55264	-6.61483	-6.27601	-7.30824	-7.02777	-7.74366	-6.71612	-6.67703	-6.86284	-8.1037	-7.07223	-7.4762	-6.77905	-6.70488	-7.92319	-7.35914	-6.95778	-7.32333	-6.85076	-6.94747	-7.53942	-7.18177	-7.69857	-7.25328	-7.4119	-7.73023	-7.5393	-7.36646	-7.38286	-7.31527	-7.23507	-7.44867	-7.22138	-7.53047	-7.39376	-7.28342	-7.73783	-7.52833	-7.47617	-7.65995	-7.51228	-7.49577	-7.47553	-7.46132	-7.56121	-7.47587	-7.56891	0	1.07555	2.15276	2.6841	0.397168	1.59119	0.646013	-0.759839	1.53014	2.57596	1.08605	1.12322	2.687	-2.50196	1.04722	-2.60891	0.378058	0.318964	-2.08226	-1.57313	1.266	-1.42758	2.42855	1.64218	2.05734	-2.59181	1.94344	-1.14996	1.49051	-0.0377834	0.450314	0.776516	1.55878	1.247	2.04174	-0.906311	2.45247	2.92402	-0.394126	-2.34334	2.07149	-0.366869	1.62584	0.973129	0.422929	1.0491	2.62002	1.71787	2.14893	0.118364	-2.87193	-2.31943	2.26815	1.86809	0.0215846	1.29435	0.953462	1.81999	1.76625	1.3314	-0.54992	-2.78508	2.28634	-3.04474	1.40287	-3.11663	1.14022	2.68461	1.40171	1.70493	1.14638	0.200897	2.27958	0.509389	1.5815	-1.83546	2.1491	0.967471	2.36709	1.13634	1.82644	2.25393	2.01972	1.14504	0.263681	1.51038	2.11864	1.63147	1.65642	0.908559	1.38708	2.22946	1.7493	1.9002	1.18867	0.455195	1.72913	1.71211	1.32408	1.49895	1.41876	0.831045	1.818	1.49314	1.66617	1.51297	1.11696	1.88425	1.51718	1.42924	1.65044	1.39174	1.55579	1.56074	1.61771	1.5096	1.60164	1.27843	1.6246	1.57034	1.31235	1.677	1.50308	1.55768	1.53018	1.49809	1.62076	1.50912
Apple	control	2.29163	-2.1024	-3.99083	-3.49268	-3.49333	-3.78279	-3.46723	-3.34228	-3.75311	-3.46178	-3.71287	-4.82559	-4.80097	-4.7014	-3.89928	-3.6455	-4.31715	-5.5435	-4.58718	-6.25139	-3.66587	-4.80562	-4.71956	-5.02935	-5.0807	-4.07044	-4.81444	-5.95437	-6.18113	-4.92608	-5.3457	-5.91162	-6.18841	-5.16719	-4.71963	-4.80837	-4.83663	-5.49727	-5.30348	-5.05592	-5.16914	-5.22904	-5.96152	-5.49066	-5.98885	-5.45056	-6.54519	-8.03892	-5.48415	-6.30634	-5.61991	-5.8165	-5.77556	-6.44855	-5.9047	-6.30553	-6.46898	-6.47185	-6.10751	-5.80216	-6.37517	-6.57454	-6.76428	-6.41564	-6.27793	-6.72444	-6.82691	-6.54447	-6.62275	-8.26488	-7.70786	-7.10153	-6.09141	-6.61187	-6.70945	-6.19739	-6.54422	-7.3702	-7.74481	-7.08222	-7.66812	-7.47101	-7.27693	-6.57769	-6.52187	-7.16562	-7.52946	-6.99565	-7.94849	-7.48009	-7.13271	-6.97117	-6.99571	-7.379	-7.86452	-7.9464	-7.20599	-7.26408	-6.91281	-7.12643	-6.98548	-7.21414	-8.13288	-7.31594	-7.27246	-7.45661	-7.10751	-7.26671	-7.55452	-7.55391	-7.57022	-7.4852	-7.46967	-7.37711	-7.66973	-7.49573	-7.68224	-7.50914	-7.45784	-7.53024	-7.32814	-7.50884	-7.6227	-7.52648	-7.54541	-7.53496	-7.53581	-7.64336	0	1.79911	-0.737803	2.27067	-0.812065	1.57901	1.49809	1.82392	0.731277	2.78837	2.58299	-2.39287	0.0695178	-2.4	0.757502	-0.0718796	1.30316	-0.856263	2.63104	1.97081	-2.69246	2.81311	1.26884	1.17848	0.498538	0.855758	0.897724	-2.35468	1.67264	1.70834	-2.57817	0.20189	1.40327	2.30479	-1.15386	3.13776	1.91098	-2.31884	1.09922	1.43761	1.1741	-0.112217	1.6355	2.93025	2.71297	0.430013	-2.41044	-0.76377	0.34655	1.18913	2.45884	1.18383	1.93223	1.22685	-1.75021	2.41226	2.08976	1.92692	0.964209	1.57369	0.808502	0.350023	0.290947	-3.1286	1.62812	0.680061	2.54587	2.25021	0.844181	-1.42508	3.12115	2.63134	1.43406	0.768482	2.25315	1.52957	1.25491	0.651429	-2.84822	1.48043	0.471319	2.18733	1.9401	1.82033	1.57106	1.05448	1.91344	1.61282	1.46714	1.86971	1.68706	1.84765	1.1776	1.04133	1.30312	2.19138	1.66239	1.8514	1.86196	1.44803	1.73647	1.37288	1.39465	1.79923	1.56452	1.56676	1.39873	1.37153	1.5851	1.44224	1.70868	1.82627	1.56959	1.37807	1.58379	1.55978	1.41358	1.87181	1.70419	1.67215	1.60885	1.47521	1.52391	1.57575	1.63493	1.61496	1.49248	1.57355
Apple	control	2.29594	-2.27737	-2.92667	-4.67211	-3.0338	-4.69832	-3.77662	-3.49758	-3.63937	-3.87789	-4.18945	-3.78016	-4.50592	-3.99347	-4.15091	-3.73966	-4.49826	-5.97773	-4.34168	-4.99109	-4.01846	-5.91588	-4.73372	-5.0883	-5.08035	-4.62832	-4.97973	-5.94422	-5.86068	-5.52743	-4.7787	-6.34516	-5.65163	-4.8947	-4.70214	-5.47711	-5.30668	-4.88662	-5.81538	-6.16519	-5.86954	-5.35418	-6.83904	-5.41698	-5.6124	-6.00864	-6.26732	-6.8657	-5.21921	-6.31054	-5.91476	-7.18681	-5.98961	-7.17316	-5.77593	-6.84034	-8.79502	-7.53204	-6.98645	-6.3169	-7.35586	-6.85503	-6.7238	-6.31794	-7.04849	-6.96746	-6.71104	-6.6294	-7.15838	-7.40416	-7.54853	-7.51384	-6.68481	-6.85526	-7.07235	-6.85021	-7.5159	-7.47865	-6.84652	-8.23895	-7.65506	-9.14748	-8.72904	-7.93784	-8.04684	-7.84046	-7.45563	-7.58818	-9.16165	-9.4249	-8.48867	-9.28697	-8.1245	-8.41008	-8.89007	-8.91713	-7.97785	-8.50487	-8.37277	-9.59714	-7.75731	-8.47621	-8.12393	-9.18463	-9.16089	-8.85003	-8.85777	-11.1227	-8.71625	-9.48422	-10.7249	-8.88702	-9.30415	-9.0914	-10.7268	-9.24053	-8.78537	-8.81229	-9.41997	-9.58991	-10.296	-9.42942	-9.60872	-9.24968	-9.96983	-9.78604	-10.4286	-9.71934	0	2.85966	1.96312	1.25429	-1.82753	2.31278	-2.77676	-1.10754	-1.10102	2.93334	-1.77044	0.720831	2.51208	2.89772	1.37034	1.7094	-1.53466	2.76647	2.13682	2.16254	-0.0479586	2.8522	-1.18269	-0.708136	0.293275	-2.08294	-0.245633	2.64112	1.70098	-2.61866	1.52721	-2.97041	2.44448	-2.59569	2.13698	1.29788	0.726483	-0.759009	1.93469	-0.903645	0.132229	-0.348545	-3.13551	0.00586648	1.37552	-0.354735	-2.04593	1.90182	-2.78832	-1.74494	-3.1391	2.17925	-1.06011	-0.255454	-2.64702	2.95409	2.50171	1.57385	-1.82317	1.84069	1.89354	2.42861	-2.70169	2.69093	2.03493	1.42136	0.391898	1.17503	0.326985	-0.358156	0.807212	1.81054	-0.0735046	0.028056	-1.37036	-1.67406	-0.918261	-1.48164	-1.32533	-2.10629	3.07012	1.96508	-0.136787	3.01522	-2.07208	3.04054	2.89298	2.80307	1.52043	-2.72245	-1.17465	-2.9108	0.988063	1.41286	1.71986	2.80004	1.24333	1.03086	0.248455	2.02855	2.22212	2.256	1.32881	0.392763	-0.261789	-0.51341	2.19593	1.78871	1.56205	0.733466	0.159916	0.0943346	1.33047	0.265234	2.01084	2.28755	2.37188	1.29705	1.26589	0.56254	2.50474	1.97092	2.12303	1.66766	1.82431	1.29708	1.62464	1.98856
Apple	control	2.29464	-2.16525	-2.74601	-4.05889	-3.16308	-4.33153	-3.77045	-3.76519	-3.88766	-4.02371	-4.36069	-3.44878	-6.13614	-4.38812	-4.55737	-3.9508	-4.23634	-5.65699	-4.80733	-4.84887	-4.46885	-4.66846	-5.45855	-5.34431	-5.08694	-4.69087	-4.99532	-5.38138	-5.3226	-5.45746	-4.94146	-6.28434	-5.63051	-5.12938	-5.52831	-7.40489	-6.4477	-5.09962	-5.7756	-5.72953	-6.12971	-5.67464	-5.80959	-5.72513	-5.47142	-6.52494	-6.31479	-6.06836	-5.30767	-6.92297	-6.27315	-8.02387	-5.99765	-7.53459	-6.00501	-6.92144	-6.72284	-7.502	-6.66759	-6.08812	-6.64257	-7.34471	-6.485	-6.564	-7.81042	-8.23147	-6.84042	-7.7164	-8.21011	-7.62447	-8.60525	-7.0858	-7.65823	-7.51474	-7.7435	-7.28754	-8.39282	-8.3127	-7.06893	-7.47101	-8.78046	-9.17343	-8.36847	-8.31634	-7.65356	-8.11107	-7.4929	-7.45992	-8.71301	-9.01324	-7.72185	-8.30546	-8.32158	-9.07935	-9.30816	-9.20988	-8.29044	-8.84344	-8.98162	-9.00051	-7.9259	-9.41389	-9.37086	-8.38966	-9.08199	-8.56366	-9.02396	-8.34503	-8.86861	-9.19886	-9.45821	-8.37558	-10.0273	-10.7374	-9.01975	-8.88305	-9.64355	-9.78104	-9.50258	-9.39957	-9.64786	-9.75384	-9.35178	-9.52693	-10.6293	-9.86599	-9.90819	-9.82809	0	-2.06375	-1.51764	-0.620977	-2.62518	2.72518	-1.02655	2.40906	-2.276	2.2324	0.286749	3.10495	-0.801681	2.41312	1.52146	-2.70476	1.76374	2.8723	2.29068	-1.91559	2.13574	0.437063	-2.48678	0.0308757	2.1838	0.778071	-1.50306	1.03667	1.65148	0.471091	-1.00603	1.48477	1.72777	-0.356171	-1.03186	2.3462	0.558766	-0.112133	-2.15477	2.46131	-2.00733	-0.750253	-1.78921	3.03698	-0.473853	-0.851967	-2.02676	-2.33007	0.422727	-2.64637	2.94425	3.06589	1.47368	-1.18929	2.40389	1.93626	1.76179	2.79764	2.74107	1.54011	2.16616	-3.07425	2.21199	2.35366	-2.71969	2.74894	2.8055	-0.338458	-1.47431	-0.513051	-1.45233	0.254891	-1.24051	1.03449	-0.59165	0.800111	-0.873993	0.53918	0.407105	2.20661	2.0787	-2.03611	0.470366	-3.04784	2.1067	2.54739	2.88048	-2.47803	-2.71771	-2.69104	-2.11462	-1.20693	1.51711	-2.66438	-1.51984	-1.95801	0.851668	0.972362	2.45644	0.859998	1.73086	0.446649	1.65408	1.64648	1.8063	0.803035	2.24075	1.85612	1.50331	2.06482	1.87019	2.16626	1.99005	0.236828	1.82158	2.37966	2.0583	-3.0547	2.53983	1.85416	2.20512	2.66722	2.68551	2.46593	2.82347	2.66226	2.50998	1.98781
Apple	control	2.2876	-2.10512	-4.51516	-2.98542	-5.47757	-4.34308	-3.38506	-3.90501	-4.43973	-4.15777	-3.64059	-3.69415	-4.49402	-4.79699	-4.78842	-4.02614	-5.19164	-4.60132	-4.72633	-4.20507	-4.52416	-5.071	-4.57434	-5.47716	-4.57314	-4.89834	-5.05601	-5.83923	-5.43548	-6.60688	-5.32642	-5.22996	-5.08267	-5.46176	-6.23645	-5.68636	-5.61299	-5.00742	-6.40509	-5.54198	-6.92867	-5.69014	-6.21932	-7.44196	-4.96433	-5.59782	-5.68409	-5.78468	-5.28378	-7.303	-6.6683	-6.49603	-6.67366	-6.57703	-5.86669	-6.9508	-6.97799	-6.66108	-6.19953	-6.12093	-6.34471	-6.48962	-6.0875	-6.02025	-6.66262	-6.90903	-6.44583	-8.16584	-6.91772	-7.00019	-6.72755	-6.34847	-7.25831	-7.25919	-8.58564	-6.93635	-7.43752	-6.98122	-6.60423	-7.17076	-7.63524	-7.82206	-7.12201	-7.71172	-7.29255	-8.11874	-8.08038	-8.02633	-8.82924	-8.40624	-7.85073	-7.72459	-8.09109	-9.0859	-8.32694	-8.46168	-7.89023	-8.20331	-8.99807	-8.09542	-8.10093	-8.31592	-8.83716	-8.47292	-8.82602	-8.20999	-9.66967	-9.2314	-9.49471	-10.8331	-9.96084	-9.07489	-9.57212	-9.19006	-9.99402	-9.41173	-10.449	-9.20988	-9.40424	-10.1396	-9.78901	-9.85468	-9.62585	-9.72343	-9.76825	-9.90488	-10.7783	-11.6583	0	-1.25742	0.067623	-1.35147	3.03981	0.887106	1.15883	-0.687195	2.81544	1.22603	1.15496	-0.162275	2.85158	1.8312	1.49762	-0.417871	-1.83342	2.79266	-3.09278	-0.949462	-1.21033	-2.49389	2.96137	-1.39371	-1.77219	-1.89338	2.64428	0.854744	-2.85238	-1.57461	1.951	0.980611	2.12798	1.43295	1.52704	0.27667	0.80207	1.05065	-0.0891729	-0.480209	2.16845	0.012841	0.795887	-1.4187	-2.59764	-1.78025	-1.2861	-0.352765	-2.3927	3.1147	-2.67001	-0.445283	-1.69534	1.95575	1.80991	3.06675	-1.95676	0.465774	1.4837	1.69882	-2.52927	-0.451265	0.233529	1.60546	-3.04859	-2.05179	-0.3993	1.32726	2.5743	3.11501	-2.08521	-1.66377	-1.08008	1.0459	0.677235	-1.7861	-0.328575	0.606458	1.49848	-2.28296	-1.08213	0.138332	1.02126	2.56699	-2.22367	-1.04057	1.80405	-1.50636	2.50701	-2.66922	-2.74259	-0.699133	2.12594	2.23076	-2.59622	-1.4408	1.00466	2.36023	-2.3445	-1.39972	0.9069	0.954723	2.6238	-1.55802	-0.997145	0.381932	0.494334	-1.44648	-1.2549	-1.08485	0.375457	-1.51759	2.55925	-2.213	2.23803	-2.00235	2.96062	2.95662	-2.39965	-1.55919	-0.564575	1.01089	2.28045	-2.57565	-0.712732	-0.129746	1.01879	0.218554
